% Model:              geometry_test_remi_eugenie_sans_cellule_ter.mph
% Version:            COMSOL 6.2.0.415
% Date:               Oct 8 2024, 17:03
% Dimension:          3
% Nodes:              508
% Expressions:        21
% Description:        Potentiel électrique
% Length unit:        µm
% x                       y                        z                        V (V) @ freq=1000                                 V (V) @ freq=1258.9                               V (V) @ freq=1584.9                               V (V) @ freq=1995.3                               V (V) @ freq=2511.9                               V (V) @ freq=3162.3                               V (V) @ freq=3981.1                               V (V) @ freq=5011.9                               V (V) @ freq=6309.6                               V (V) @ freq=7943.3                               V (V) @ freq=10000                                V (V) @ freq=12589                                V (V) @ freq=15849                                V (V) @ freq=19953                                V (V) @ freq=25119                                V (V) @ freq=31623                                V (V) @ freq=39811                                V (V) @ freq=50119                                V (V) @ freq=63096                                V (V) @ freq=79433                                V (V) @ freq=1E5
110                       -40                      0                        0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998                              0.024999999999999998
99.99999999999999         -26.045990296202277      0                        0.025000002651209483                              0.025000002651209476                              0.02500000265120948                               0.025000002651209476                              0.02500000265120947                               0.02500000265120947                               0.025000002651209476                              0.025000002651209465                              0.02500000265120946                               0.025000002651209476                              0.025000002651209483                              0.025000002651209476                              0.02500000265120947                               0.02500000265120948                               0.02500000265120946                               0.025000002651209476                              0.02500000265120947                               0.02500000265120948                               0.025000002651209476                              0.025000002651209476                              0.02500000265120948
99.99999999999999         -40                      0                        0.025000005283535007                              0.02500000528353502                               0.02500000528353501                               0.025000005283535045                              0.02500000528353503                               0.025000005283535007                              0.025000005283535024                              0.025000005283535017                              0.025000005283535007                              0.025000005283535024                              0.02500000528353503                               0.025000005283535034                              0.025000005283535014                              0.025000005283534996                              0.025000005283535028                              0.02500000528353501                               0.025000005283535007                              0.02500000528353503                               0.025000005283535017                              0.02500000528353503                               0.025000005283535034
104.37245893436878        -26.045990296202277      0                        0.025000001604407837                              0.025000001604407844                              0.025000001604407837                              0.025000001604407837                              0.02500000160440784                               0.02500000160440783                               0.025000001604407837                              0.02500000160440783                               0.02500000160440783                               0.025000001604407837                              0.02500000160440784                               0.025000001604407837                              0.025000001604407837                              0.02500000160440784                               0.025000001604407827                              0.025000001604407844                              0.025000001604407837                              0.02500000160440784                               0.025000001604407837                              0.02500000160440784                               0.02500000160440783
110                       -26.045990296202277      0                        0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005
109.24836551072401        -15.009715635292451      -3.3306690738754696E-16  0.025000000214290448                              0.025000000214290448                              0.025000000214290448                              0.025000000214290448                              0.025000000214290448                              0.025000000214290448                              0.025000000214290448                              0.025000000214290444                              0.025000000214290444                              0.025000000214290448                              0.025000000214290448                              0.025000000214290448                              0.025000000214290448                              0.025000000214290448                              0.025000000214290444                              0.025000000214290448                              0.025000000214290448                              0.025000000214290448                              0.025000000214290448                              0.025000000214290448                              0.025000000214290448
109.64889500174611        -14.056890036660333      9.992007221626409E-16    0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903                              0.025000000168846903
110                       -14.05689003666033       5.551115123125783E-16    0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005
99.99999999999999         -14.056890036660349      9.992007221626409E-16    0.02500000383119544                               0.025000003831195453                              0.02500000383119545                               0.02500000383119546                               0.025000003831195453                              0.025000003831195453                              0.025000003831195456                              0.025000003831195456                              0.02500000383119544                               0.02500000383119545                               0.025000003831195456                              0.025000003831195453                              0.025000003831195453                              0.02500000383119546                               0.02500000383119545                               0.025000003831195456                              0.025000003831195442                              0.025000003831195446                              0.025000003831195435                              0.025000003831195473                              0.025000003831195456
99.99999999999999         -15.009715635292466      -3.3306690738754696E-16  0.02500000372461343                               0.025000003724613445                              0.025000003724613442                              0.025000003724613452                              0.025000003724613445                              0.025000003724613445                              0.02500000372461345                               0.025000003724613445                              0.025000003724613428                              0.025000003724613442                              0.02500000372461345                               0.025000003724613445                              0.025000003724613445                              0.025000003724613452                              0.02500000372461344                               0.02500000372461345                               0.025000003724613435                              0.02500000372461344                               0.025000003724613428                              0.025000003724613463                              0.02500000372461345
110                       -15.009715635292451      -3.3306690738754696E-16  0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005                              0.025000000000000005
